candidate_id_1,candidate_id_2,zipcode,distance_miles
1228,1235,10013,0.03644921377347153
1231,1268,10013,0.04151857420847992
1232,1260,10013,0.04839692327633904
1232,1286,10013,0.0407761150722456
1234,1235,10013,0.050534309068952996
1236,1262,10013,0.04442177937346611
1236,1294,10013,0.016808756129748643
1237,1290,10013,0.030650380550570042
1242,1248,10013,0.05819304972916434
1242,1260,10013,0.03308515836762166
1248,1260,10013,0.03193222469111618
1248,1286,10013,0.0401712492518496
1254,1276,10013,0.03718119891521731
1254,1300,10013,0.013803713565620645
1255,1270,10013,0.039040929388435876
1256,1292,10013,0.052210806800486786
1259,1262,10013,0.030592156283340152
1260,1286,10013,0.04583448034770975
1262,1294,10013,0.042034965853950834
1263,1287,10013,0.04898405262159321
1276,1300,10013,0.03165479082931398
1280,1297,10013,0.05300951224656206
1305,1388,10014,0.0526630338416016
1307,1336,10014,0.029814226953680144
1307,1378,10014,0.03808142597007012
1313,1333,10014,0.03391480550320295
1315,1379,10014,0.008982277860816661
1317,1384,10014,0.054193489548888855
1318,1376,10014,0.03351450566660841
1319,1344,10014,0.059465310529995374
1320,1391,10014,0.007591502804412137
1321,1334,10014,0.01740526225598728
1322,1369,10014,0.03460010803518176
1323,1330,10014,0.05150176453080949
1324,1352,10014,0.03708686792834846
1324,1373,10014,0.027457139763097438
1325,1377,10014,0.021407893064504448
1327,1328,10014,0.05364273019356145
1327,1357,10014,0.045471645289341785
1327,1371,10014,0.037612533923306934
1328,1371,10014,0.024738530029080136
1329,1372,10014,0.0002713712764506168
1329,1380,10014,0.020979900429246873
1331,1362,10014,0.05650059019424469
1331,1395,10014,0.018394485608386073
1332,1335,10014,0.04431229456115558
1342,1370,10014,0.035995739813370696
1343,1361,10014,0.051703696716459364
1352,1373,10014,0.03842274112008783
1362,1395,10014,0.0469651320605178
1367,1375,10014,0.057285838211956215
1372,1380,10014,0.020780090178052903
1378,1387,10014,0.05039980534827953
1378,1394,10014,0.05652588308355436
1383,1390,10014,0.02428761390001871
1402,1436,10016,0.04417045091279424
1403,1420,10016,0.036545094872059536
1403,1478,10016,0.046516214350439164
1404,1435,10016,0.05681668668553386
1405,1408,10016,0.011078687583745668
1405,1429,10016,0.02213875675095707
1406,1442,10016,0.025946570971325095
1406,1482,10016,0.050055062374890706
1408,1429,10016,0.032538737391081984
1412,1446,10016,0.0411106005735763
1413,1466,10016,0.05264178295555271
1413,1473,10016,0.05716309614552973
1416,1450,10016,0.04004978722511054
1417,1471,10016,0.05175721973332094
1417,1489,10016,0.056758991215838245
1419,1428,10016,0.03856150616989816
1419,1491,10016,0.02867275230320858
1420,1478,10016,0.013287239344894645
1423,1432,10016,0.043196834428460874
1424,1436,10016,0.04701727666207226
1424,1449,10016,0.027031949118273207
1430,1437,10016,0.005956723501841839
1433,1439,10016,0.03979626780679143
1433,1482,10016,0.057886922238318636
1436,1449,10016,0.05800354296634324
1439,1442,10016,0.049060334243689795
1439,1482,10016,0.02042604231320085
1442,1482,10016,0.03236868294039604
1444,1475,10016,0.05539231308794538
1448,1495,10016,0.031161918932473734
1453,1484,10016,0.0561393695855096
1461,1483,10016,0.029170869108529618
1463,1480,10016,0.02583686484364756
1464,1498,10016,0.05238979831130352
1466,1473,10016,0.055240965669379895
1471,1489,10016,0.05902883054990091
1481,1487,10016,0.016476673833280935
1501,1597,10017,0.052392357542734865
1505,1554,10017,0.04387187462985733
1507,1558,10017,0.055032991212009656
1507,1563,10017,0.04443328985049892
1508,1562,10017,0.029757847779360847
1512,1546,10017,0.03346401431606976
1512,1574,10017,0.031986951748107666
1515,1568,10017,0.050532235714017194
1518,1590,10017,0.05921529782903601
1518,1595,10017,0.042453445413168985
1519,1599,10017,0.035524653523610825
1520,1570,10017,0.046194622986692156
1521,1600,10017,0.049372065997375224
1522,1552,10017,0.04929565782776709
1528,1540,10017,0.028658558718309825
1532,1579,10017,0.05795085185928775
1538,1569,10017,0.03863208836235839
1538,1572,10017,0.028395823410812038
1539,1586,10017,0.04527705126788063
1543,1565,10017,0.055252727147995374
1548,1557,10017,0.01673765195422976
1553,1554,10017,0.035966797813453334
1553,1568,10017,0.01198847808175173
1554,1555,10017,0.04625716560383395
1554,1568,10017,0.04795175441798316
1558,1588,10017,0.04790704911687738
1569,1572,10017,0.03128674295876138
1576,1591,10017,0.03539633658759788
1577,1583,10017,0.04736277791735058
1584,1589,10017,0.03440335121792844
1585,1587,10017,0.0384338247114827
1602,1679,10018,0.025351224464718925
1603,1623,10018,0.044535852131409884
1604,1645,10018,0.053637389059841195
1604,1670,10018,0.03633186966517433
1605,1685,10018,0.014291718734983496
1606,1616,10018,0.038681064745479034
1606,1667,10018,0.025169223133282997
1606,1678,10018,0.034452229323467164
1606,1689,10018,0.05772346342438076
1610,1691,10018,0.03702661860452988
1614,1697,10018,0.01709230771686392
1616,1667,10018,0.05837395928520211
1618,1684,10018,0.03604977326793461
1620,1700,10018,0.022413472612717228
1623,1655,10018,0.03598248608533377
1624,1627,10018,0.0480437576514577
1625,1683,10018,0.02462160991862438
1629,1663,10018,0.029028035809731522
1634,1689,10018,0.04733986399148398
1638,1642,10018,0.049683502278464346
1639,1672,10018,0.049155584152110555
1640,1644,10018,0.05980635423888305
1641,1644,10018,0.051452834526485705
1643,1647,10018,0.025104863759860086
1646,1669,10018,0.050692672081835095
1651,1680,10018,0.030037453195696895
1652,1698,10018,0.006041379090588464
1657,1659,10018,0.041431790656426486
1658,1691,10018,0.05643027443788633
1660,1667,10018,0.055944704488374956
1664,1687,10018,0.019415160046103195
1667,1678,10018,0.04876612219748495
1667,1689,10018,0.048714171890120554
1670,1698,10018,0.05621406710566211
1674,1694,10018,0.02295660304265454
1676,1699,10018,0.03437116762087154
1678,1689,10018,0.04549357868741206
1701,1780,10019,0.05308112412636834
1704,1740,10019,0.027749871208298776
1704,1747,10019,0.057912036607127834
1704,1797,10019,0.05584336580456814
1705,1744,10019,0.02463816553773784
1706,1783,10019,0.048253029238093804
1708,1754,10019,0.01727315782242601
1709,1785,10019,0.03558138637442104
1711,1776,10019,0.042895199828561645
1712,1778,10019,0.04363958892491479
1713,1779,10019,0.013614038138689154
1713,1794,10019,0.05251719194941811
1717,1766,10019,0.023578950843861263
1718,1747,10019,0.02803797679727816
1719,1794,10019,0.03685510963706143
1721,1756,10019,0.05089433111546041
1723,1757,10019,0.032139944305971814
1729,1736,10019,0.04652956202516929
1730,1735,10019,0.027816190231176013
1731,1760,10019,0.013440782680390813
1732,1738,10019,0.021357256368278194
1732,1787,10019,0.04142736721073514
1740,1747,10019,0.04358502084336297
1745,1753,10019,0.052657694553577376
1749,1768,10019,0.041148259545951534
1749,1780,10019,0.041023826852186175
1750,1786,10019,0.04240265134562484
1751,1755,10019,0.018435240071784993
1758,1778,10019,0.04222081186963622
1761,1784,10019,0.024089756992325503
1761,1792,10019,0.033969174097965835
1775,1791,10019,0.05460923815713177
1775,1798,10019,0.018014741150794746
1784,1792,10019,0.028964675442678483
1786,1793,10019,0.043979012079683064
1791,1792,10019,0.04397543656518613
1801,1818,10020,0.03362694923417295
1801,1875,10020,0.044404053292473156
1802,1867,10020,0.04678686922823269
1805,1823,10020,0.0228267044567801
1806,1811,10020,0.05271090712130201
1807,1836,10020,0.04007578062545296
1811,1883,10020,0.04274651937630297
1813,1894,10020,0.010758436590926082
1818,1859,10020,0.052480934411576995
1820,1871,10020,0.053267539222485345
1824,1896,10020,0.057136458111481776
1826,1887,10020,0.0321100838448874
1830,1832,10020,0.043313001800125366
1833,1890,10020,0.045974783704869945
1835,1888,10020,0.04857514853612762
1837,1861,10020,0.021714553589260138
1839,1893,10020,0.02995781440765461
1840,1859,10020,0.04719002282620834
1840,1886,10020,0.022166660111127064
1841,1862,10020,0.04737786505430852
1846,1848,10020,0.0540807901685823
1846,1880,10020,0.012947295608861403
1848,1880,10020,0.044020846051190304
1849,1873,10020,0.008761130722954388
1851,1861,10020,0.057570292857418014
1859,1886,10020,0.05391209185515359
1875,1882,10020,0.047024305026175287
1875,1886,10020,0.0528250037667902
1876,1887,10020,0.05757812463999008
1876,1898,10020,0.004899235177040111
1901,1931,10021,0.03144786445008007
1902,1915,10021,0.0480066333454106
1904,1971,10021,0.032902118485610046
1905,1910,10021,0.0242100940625751
1906,1923,10021,0.049956571988218644
1906,2000,10021,0.0027952295735175097
1907,1911,10021,0.04931838692089291
1908,1942,10021,0.0536171281998205
1912,1962,10021,0.04472344549948107
1915,1938,10021,0.05278401680457486
1918,1982,10021,0.04264811782661405
1921,1927,10021,0.044775787203306064
1922,1968,10021,0.05864340049474453
1923,1953,10021,0.05766309564749856
1923,2000,10021,0.05201282259881443
1925,1929,10021,0.03722259709620574
1926,1991,10021,0.0226354697527196
1932,1936,10021,0.056745148439647716
1934,1973,10021,0.0346273872337471
1934,1975,10021,0.04909416749179977
1935,1966,10021,0.02820285308238617
1935,1987,10021,0.017887818725708063
1937,1945,10021,0.03715805822118403
1939,1976,10021,0.04189231793172174
1944,1963,10021,0.05521173443931479
1950,1966,10021,0.05709981032661472
1950,1987,10021,0.05855123377737093
1951,1952,10021,0.042546983045254255
1951,1980,10021,0.04244709656183228
1952,1980,10021,0.05058166035941989
1964,1994,10021,0.05775196343927364
1966,1987,10021,0.04088323653450622
1972,1990,10021,0.038317783061193975
1972,1997,10021,0.051268394762225875
1973,1975,10021,0.030297633986093267
1981,1999,10021,0.01983906878261444
1990,1995,10021,0.043697953699541235
1990,1997,10021,0.019315497348930268
1995,1997,10021,0.0587143559530757
2003,2059,10022,0.053229650617482555
2003,2085,10022,0.036462569275787865
2004,2016,10022,0.047602191594188985
2005,2015,10022,0.03872275927967814
2007,2071,10022,0.025460346579599006
2008,2036,10022,0.055184921731246124
2009,2060,10022,0.03009110717935898
2013,2087,10022,0.03190450031871256
2014,2068,10022,0.04660606403831885
2014,2077,10022,0.04072174946115731
2016,2025,10022,0.04623222137037417
2018,2026,10022,0.01464826305900768
2018,2089,10022,0.05736881327345195
2020,2056,10022,0.018122033737123865
2021,2094,10022,0.02085547759721847
2022,2099,10022,0.02550734715453388
2023,2073,10022,0.048466346427966114
2024,2031,10022,0.05429835999439451
2027,2053,10022,0.031802921828567345
2032,2061,10022,0.01117649836746835
2035,2078,10022,0.027650624264670545
2036,2057,10022,0.03139169502165082
2039,2081,10022,0.021469789478202616
2043,2046,10022,0.058842957554307185
2044,2093,10022,0.04241507103768237
2046,2091,10022,0.05605841209024537
2047,2055,10022,0.05235170077765095
2050,2083,10022,0.0358948900335207
2059,2085,10022,0.05121562546138283
2066,2079,10022,0.01266332757074881
2068,2077,10022,0.005887532753136113
2071,2089,10022,0.03964172023768233
2075,2100,10022,0.041804145826975295
2076,2088,10022,0.020724689166090004
2085,2097,10022,0.04180896795762588
2086,2090,10022,0.03581381950137512
2101,2200,10023,0.01605229553408124
2102,2136,10023,0.04408992966717875
2104,2188,10023,0.033409070513128275
2105,2172,10023,0.05326264507524185
2106,2157,10023,0.022927609222879744
2107,2160,10023,0.05173901508690055
2109,2113,10023,0.039316899956830506
2109,2170,10023,0.04518908074964713
2110,2181,10023,0.012823159865963699
2113,2170,10023,0.04275675652186534
2114,2125,10023,0.027890545449293026
2114,2135,10023,0.048274354936444414
2118,2144,10023,0.04202721708962725
2121,2182,10023,0.04626570134839039
2121,2200,10023,0.05680862445565587
2122,2145,10023,0.05116354709819155
2122,2193,10023,0.0504688959809423
2130,2169,10023,0.03744662710584136
2130,2176,10023,0.05514134745432112
2130,2184,10023,0.011132817912906608
2133,2168,10023,0.022026359721259495
2133,2196,10023,0.02862191847115022
2133,2199,10023,0.059450826295992555
2142,2164,10023,0.01043471710758302
2143,2189,10023,0.04178596492945088
2153,2174,10023,0.03431076916243041
2156,2191,10023,0.05794391772571576
2159,2163,10023,0.04884998396713079
2164,2186,10023,0.05887417815555704
2166,2178,10023,0.05077514547199515
2167,2171,10023,0.033756443743940295
2168,2196,10023,0.04950391219600761
2168,2199,10023,0.0576924630709285
2169,2176,10023,0.05744241994707734
2169,2184,10023,0.026784520363457423
2172,2180,10023,0.05873939020210615
2176,2184,10023,0.05047897715812137
2179,2183,10023,0.05877202620017205
2197,2199,10023,0.046610101876972274
2202,2260,10024,0.04999939607964416
2203,2254,10024,0.049582591647875825
2204,2294,10024,0.004091331588957457
